transaction_id,procedure_id,trans_group_id,trans_group_en,procedure_name_en,instance_date,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,month_year,month,season
1-133-2018-593,133,1,Sales,Development Registration,2018-09-24,3,Unit,42.0,Office,Commercial,1,Existing Properties,484,Nadd Hessa,S.I.T Tower,870.0,SILICON INFORMATION TECHNOLOGY TOWER,Silicon Oasis,IMG World Adventures,,,Office,1,195.56,600000.0,3068.11,,,1.0,1.0,0.0,2018-09,9,Autumn
1-102-2017-5122,102,1,Sales,Sell - Pre registration,2017-03-21,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Act One Act Two Tower 2,1773.0,ACT ONE | ACT TWO,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,61.83,1430888.0,23142.29,,,1.0,1.0,0.0,2017-03,3,Spring
2-13-2010-5968,13,2,Mortgages,Mortgage Registration,2010-11-11,2,Building,,,Residential,1,Existing Properties,414,Al Barshaa South Second,,,,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,929.03,750000.0,807.29,,,1.0,1.0,0.0,2010-11,11,Autumn
1-11-2022-28401,11,1,Sales,Sell,2022-11-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Jumeirah Living Marina Gate,1743.0,JUMEIRAH LIVING MARINA GATE ,,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,73.85,2190000.0,29654.71,,,1.0,1.0,0.0,2022-11,11,Autumn
1-102-2021-10462,102,1,Sales,Sell - Pre registration,2021-07-05,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,469,Al Yufrah 1,,2196.0,The Valley - Eden,,,,,3 B/R,0,174.0,1204888.0,6924.64,,,1.0,1.0,0.0,2021-07,7,Summer
1-102-2020-8515,102,1,Sales,Sell - Pre registration,2020-06-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,412,Al Merkadh,"Mohammed Bin Rashid Al Maktoum City-District One, Phase III, Residences 12",2091.0,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences12",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,69.35,1201827.0,17329.88,,,1.0,1.0,0.0,2020-06,6,Summer
1-11-2023-6609,11,1,Sales,Sell,2023-03-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,462,Madinat Al Mataar,URBANA STACKED HOUSE BLOCK-15,1808.0,URBANA,Dubai World Central,Al Makhtoum International Airport,,,2 B/R,1,112.39,765000.0,6806.66,,,1.0,1.0,0.0,2023-03,3,Spring
1-102-2020-5514,102,1,Sales,Sell - Pre registration,2020-03-23,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,410,Palm Jumeirah,SEVEN HOTEL & APARTMENTS THE PALM,1962.0,Seven Hotel and Apartments The Palm,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,Studio,1,32.8,785680.0,23953.66,,,1.0,2.0,0.0,2020-03,3,Spring
1-11-2020-6927,11,1,Sales,Sell,2020-09-01,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,S-15,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,200000.0,4494.38,,,1.0,1.0,0.0,2020-09,9,Autumn
1-11-2021-15584,11,1,Sales,Sell,2021-09-07,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,SLS DUBAI,1886.0,SLS DUBAI,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,103.96,2213500.0,21291.84,,,1.0,1.0,0.0,2021-09,9,Autumn
2-13-2013-6144,13,2,Mortgages,Mortgage Registration,2013-09-09,4,Villa,,,Commercial,1,Existing Properties,350,Al Thanyah Fifth,,1282.0,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,526.59,1230975.0,2337.63,,,2.0,1.0,0.0,2013-09,9,Autumn
1-45-2020-433,45,1,Sales,Sell Development,2020-12-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,Spring,,,Silicon Oasis,IMG World Adventures,,,1 B/R,1,80.08,365000.0,4557.94,,,1.0,1.0,0.0,2020-12,12,Winter
1-102-2020-13884,102,1,Sales,Sell - Pre registration,2020-10-26,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,412,Al Merkadh,SOBHA CREEK VISTAS ? TOWER A,2066.0,Sobha Creek Vistas,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,74.85,1276704.0,17056.83,,,1.0,1.0,0.0,2020-10,10,Autumn
2-13-2015-2536,13,2,Mortgages,Mortgage Registration,2015-04-13,2,Building,,,Commercial,1,Existing Properties,356,Al Rega,,,,,Dubai International Airport,Union Metro Station,Dubai Mall,,0,365.02,7209613.0,19751.28,,,1.0,1.0,0.0,2015-04,4,Spring
1-41-2020-6882,41,1,Sales,Delayed Sell,2020-11-18,3,Unit,112.0,Hotel Rooms,Hospitality ,1,Existing Properties,330,Marsa Dubai,TFG ONE HOTEL,1688.0,TFG ONE HOTEL,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,70.41,2543510.0,36124.27,,,1.0,1.0,0.0,2020-11,11,Autumn
1-11-2012-10419,11,1,Sales,Sell,2012-06-07,1,Land,,,Residential,1,Existing Properties,467,Wadi Al Safa 5,,,,The Villa,IMG World Adventures,,,,0,570.33,675000.0,1183.53,,,1.0,1.0,0.0,2012-06,6,Summer
1-110-2010-351,110,1,Sales,Lease to Own Registration,2010-03-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First,MED 76,,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,91.0,734370.0,8070.0,,,2.0,2.0,4.0,2010-03,3,Spring
1-11-2023-26923,11,1,Sales,Sell,2023-08-24,1,Land,,,Residential,1,Existing Properties,264,Nad Al Hamar,,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,910.45,3300000.0,3624.58,,,1.0,1.0,0.0,2023-08,8,Summer
2-13-2009-200922,13,2,Mortgages,Mortgage Registration,2009-06-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T1,,,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,1,109.72,1012500.0,9228.03,,,2.0,1.0,0.0,2009-06,6,Summer
1-11-2020-3119,11,1,Sales,Sell,2020-03-18,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,MEDITERRANEAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,73.13,474690.0,6491.04,,,1.0,1.0,0.0,2020-03,3,Spring
1-11-2019-322,11,1,Sales,Sell,2019-01-14,1,Land,,,Residential,1,Existing Properties,467,Wadi Al Safa 5,,,,The Villa,IMG World Adventures,,,,0,627.75,3500000.0,5575.47,,,1.0,1.0,0.0,2019-01,1,Winter
1-11-2022-17186,11,1,Sales,Sell,2022-07-21,4,Villa,,,Commercial,1,Existing Properties,352,Al Thanayah Fourth,,,,Meadows 6,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,574.98,9175000.0,15957.08,,,1.0,1.0,0.0,2022-07,7,Summer
1-102-2023-38940,102,1,Sales,Sell - Pre registration,2023-08-14,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Society House,2647.0,Society House Downtown Dubai ,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,149.29,4071429.0,27271.95,,,1.0,1.0,0.0,2023-08,8,Summer
1-11-2013-23783,11,1,Sales,Sell,2013-08-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ELITE RESIDENCE,227.0,ELITE RESIDENCE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,89.23,1250000.0,14008.74,,,1.0,1.0,0.0,2013-08,8,Summer
2-13-2013-178,13,2,Mortgages,Mortgage Registration,2013-01-09,2,Building,,,Residential,1,Existing Properties,330,Marsa Dubai,,1688.0,TFG ONE HOTEL,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,0,4185.09,60000000.0,14336.61,,,1.0,1.0,0.0,2013-01,1,Winter
1-102-2014-1649,102,1,Sales,Sell - Pre registration,2014-03-05,3,Unit,42.0,Office,Commercial,0,Off-Plan Properties,526,Business Bay,Park Lane,20.0,PARK LANE TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,27.88,215534.0,7730.76,,,1.0,3.0,0.0,2014-03,3,Spring
2-110-2017-804,110,2,Mortgages,Lease to Own Registration,2017-08-17,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ESCAN MARINA TOWER,845.0,ESCAN MARINA TOWER,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,Studio,1,33.21,487500.0,14679.31,487500.0,14679.0,2.0,2.0,2.0,2017-08,8,Summer
1-11-2016-3205,11,1,Sales,Sell,2016-03-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,South Ridge 2,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,101.17,1700000.0,16803.4,,,1.0,1.0,0.0,2016-03,3,Spring
1-110-2010-696,110,1,Sales,Lease to Own Registration,2010-04-20,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First,MOG 194,,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,93.0,791850.0,8514.52,,,2.0,2.0,2.0,2010-04,4,Spring
1-11-2011-15538,11,1,Sales,Sell,2011-10-10,4,Villa,,,Commercial,1,Existing Properties,352,Al Thanayah Fourth,,,,Meadows 9,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,616.23,1210800.0,1964.85,,,1.0,1.0,0.0,2011-10,10,Autumn
1-110-2011-893,110,1,Sales,Lease to Own Registration,2011-04-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,8 BLVD WALK,,,Burj Khalifa,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,86.96,800000.0,9199.63,,,2.0,2.0,2.0,2011-04,4,Spring
2-13-2021-14350,13,2,Mortgages,Mortgage Registration,2021-11-15,4,Villa,,,Residential,1,Existing Properties,442,Al Barsha South Fifth,,,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,180.0,1081200.0,6006.67,,,1.0,1.0,0.0,2021-11,11,Autumn
1-11-2022-11252,11,1,Sales,Sell,2022-05-26,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ESCAN MARINA TOWER,845.0,ESCAN MARINA TOWER,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,110.33,880000.0,7976.07,,,1.0,1.0,0.0,2022-05,5,Spring
2-13-2023-15,13,2,Mortgages,Mortgage Registration,2023-01-04,1,Land,,,Other,1,Existing Properties,396,Al Khawaneej First,,,,,,,,,0,1121.43,2000000.0,1783.44,,,1.0,1.0,0.0,2023-01,1,Winter
1-11-2017-7732,11,1,Sales,Sell,2017-06-05,1,Land,,,Residential,1,Existing Properties,284,Jabal Ali,,1283.0,AL FURJAN,,,,,,0,875.0,6793000.0,7763.43,,,1.0,1.0,0.0,2017-06,6,Summer
2-39-2017-273,39,2,Mortgages,Development Mortgage,2017-05-15,3,Unit,60.0,Flat,Residential,1,Existing Properties,458,Dubai Investment Park First,TERRACE APARTMENT 1,,,Dubai Investment Park First,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,3 B/R,1,390.13,1300000.0,3332.22,,,1.0,0.0,1.0,2017-05,5,Spring
1-102-2022-35427,102,1,Sales,Sell - Pre registration,2022-11-02,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,Hills Park,2428.0,Hills Park,DUBAI HILLS,,,,1 B/R,1,62.8,1243888.0,19807.13,,,1.0,1.0,0.0,2022-11,11,Autumn
1-11-2014-19421,11,1,Sales,Sell,2014-08-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,Executive Bay-A,1263.0,EXECUTIVE BAY B,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,39.0,653420.0,16754.36,,,1.0,1.0,0.0,2014-08,8,Summer
2-110-2019-418,110,2,Mortgages,Lease to Own Registration,2019-10-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,507,Al Yelayiss 2,Town Square Zahra 1B,1637.0,TOWN SQUARE ZAHRA,TOWN SQUARE,Dubai Cycling Course,,,2 B/R,1,82.05,370000.0,4509.45,370000.0,4509.0,2.0,2.0,2.0,2019-10,10,Autumn
1-102-2022-12556,102,1,Sales,Sell - Pre registration,2022-05-17,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,Celadon 3,2325.0,Celadon ,City Walk,,,,1 B/R,1,69.24,1346000.0,19439.63,,,1.0,1.0,0.0,2022-05,5,Spring
1-11-2016-6019,11,1,Sales,Sell,2016-05-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,334,Al Jadaf,D1,623.0,D1,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,1 B/R,1,65.7,1000000.0,15220.7,,,2.0,1.0,0.0,2016-05,5,Spring
1-41-2023-9612,41,1,Sales,Delayed Sell,2023-05-23,1,Land,,,Residential,1,Existing Properties,451,Al Hebiah Fifth,,2400.0,DAMAC LAGOONS - MALTA (1),,,,,,0,144.0,2000000.0,13888.89,,,2.0,1.0,0.0,2023-05,5,Spring
2-13-2022-4124,13,2,Mortgages,Mortgage Registration,2022-03-31,1,Land,,,Residential,1,Existing Properties,507,Al Yelayiss 2,,,,TOWN SQUARE,Dubai Cycling Course,,,,0,18897.62,45100000.0,2386.54,,,1.0,1.0,0.0,2022-03,3,Spring
1-102-2022-30830,102,1,Sales,Sell - Pre registration,2022-10-10,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,AYKON CITY 3 - TOWER A,2200.0,AYKON CITY 3,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,73.91,1742440.0,23575.16,,,1.0,1.0,0.0,2022-10,10,Autumn
1-102-2017-22244,102,1,Sales,Sell - Pre registration,2017-11-14,3,Unit,112.0,Hotel Rooms,Hospitality ,0,Off-Plan Properties,413,World Islands,PORTOFINO,1842.0,THE HEART OF EUROPE 2,The World,,,,Studio,0,62.9,1850000.0,29411.76,,,1.0,1.0,0.0,2017-11,11,Autumn
2-190-2022-1202,190,2,Mortgages,Delayed Mortgage,2022-10-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,MULBERRY at PARK HEIGHTS Building B1,1489.0,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,120.47,1600000.0,13281.31,,,1.0,1.0,0.0,2022-10,10,Autumn
1-102-2023-41076,102,1,Sales,Sell - Pre registration,2023-08-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,CANAL HEIGHTS,2602.0,CANAL HEIGHTS,Business Bay,,,,Studio,1,42.39,1301000.0,30691.2,,,1.0,1.0,0.0,2023-08,8,Summer
2-13-2017-1081,13,2,Mortgages,Mortgage Registration,2017-02-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Al Majara 2,,,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,90.21,1272000.0,14100.43,,,1.0,1.0,0.0,2017-02,2,Winter
1-102-2023-34050,102,1,Sales,Sell - Pre registration,2023-07-18,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,ELEVATE by Prescott,2566.0,ELEVATE by Prescott,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,39.17,550000.0,14041.36,,,1.0,2.0,0.0,2023-07,7,Summer
1-102-2022-3796,102,1,Sales,Sell - Pre registration,2022-02-11,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,BEACH MANSION - TOWER 1,2286.0,Beach Mansion,,,,,2 B/R,1,115.18,3676888.0,31922.97,,,1.0,1.0,0.0,2022-02,2,Winter
1-102-2020-15562,102,1,Sales,Sell - Pre registration,2020-11-27,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Grande,2053.0,Grande,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,110.73,4245888.0,38344.51,,,1.0,1.0,0.0,2020-11,11,Autumn
1-102-2023-31766,102,1,Sales,Sell - Pre registration,2023-07-05,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,412,Al Merkadh,Azizi Riviera 8,1995.0,Azizi Riviera 8,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,38.14,611742.0,16039.38,,,1.0,1.0,0.0,2023-07,7,Summer
3-9-2018-1325,9,3,Gifts,Grant,2018-07-03,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,U-BORA TOWER 1,516.0,U-BORA TOWERS,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,177.72,1912960.0,10763.9,,,1.0,1.0,0.0,2018-07,7,Summer
1-11-2012-9804,11,1,Sales,Sell,2012-05-30,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA VIEW TOWER A,,,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1 B/R,1,69.76,770000.0,11037.84,,,1.0,1.0,0.0,2012-05,5,Spring
1-102-2019-15407,102,1,Sales,Sell - Pre registration,2019-10-02,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Jumeirah Living Marina Gate,1743.0,JUMEIRAH LIVING MARINA GATE ,,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,90.87,2235000.0,24595.58,,,1.0,1.0,0.0,2019-10,10,Autumn
1-41-2022-17299,41,1,Sales,Delayed Sell,2022-10-07,3,Unit,60.0,Flat,Residential,1,Existing Properties,333,Madinat Dubai Almelaheyah,THE ANWA BY OMNIYAT,1636.0,"THE ANWA BY OMNIYAT,",Dubai Maritime City,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1 B/R,1,87.91,1532558.0,17433.26,,,2.0,1.0,0.0,2022-10,10,Autumn
1-11-2022-28408,11,1,Sales,Sell,2022-11-15,3,Unit,60.0,Flat,Residential,1,Existing Properties,444,Al Hebiah First,Oia Residence,1779.0,OIA Residence,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,2 B/R,1,130.05,1100000.0,8458.29,,,1.0,1.0,0.0,2022-11,11,Autumn
1-102-2017-24397,102,1,Sales,Sell - Pre registration,2017-12-18,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1899.0,Maple III,DUBAI HILLS - MAPLE 3,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,4 B/R,0,303.96,2953888.0,9718.02,,,1.0,1.0,0.0,2017-12,12,Winter
1-102-2008-33117,102,1,Sales,Sell - Pre registration,2009-06-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,WINDSOR MANOR,316.0,WINDSOR MANOR,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,106.54,1247763.0,11711.69,,,1.0,1.0,0.0,2009-06,6,Summer
1-102-2017-23268,102,1,Sales,Sell - Pre registration,2017-12-04,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,447,Al Khairan First,ADDRESS HARBOUR POINT TOWER 2,1870.0,ADDRESS HARBOUR POINT,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,100.9,2414888.0,23933.48,,,1.0,1.0,0.0,2017-12,12,Winter
1-11-2022-12064,11,1,Sales,Sell,2022-06-08,1,Land,,,Other,1,Existing Properties,311,Muhaisanah Third,,,,,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,,0,208.38,336460.0,1614.65,,,13.0,7.0,0.0,2022-06,6,Summer
1-102-2006-1640,102,1,Sales,Sell - Pre registration,2010-03-03,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,PARK ISLAND SANIBEL,1458.0,PARK ISLANDS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,65.87,702888.0,10670.84,,,1.0,1.0,0.0,2010-03,3,Spring
1-11-2014-16037,11,1,Sales,Sell,2014-06-20,4,Villa,,,Commercial,1,Existing Properties,350,Al Thanyah Fifth,,,,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,0,1025.37,8600000.0,8387.22,,,1.0,2.0,0.0,2014-06,6,Summer
2-13-2011-2710,13,2,Mortgages,Mortgage Registration,2011-04-28,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,Emirates Gardens 1 - R2,1434.0,EMIRATES GARDEN I - ROSE 1,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,51.93,381000.0,7336.8,,,1.0,1.0,0.0,2011-04,4,Spring
1-11-2021-21029,11,1,Sales,Sell,2021-11-25,3,Unit,69.0,Workshop,Industrial,1,Existing Properties,445,Jabal Ali First,J & G  BUILDING 2,1448.0,J&G PLEXS,DMCC-EZ2,Sports City Swimming Academy,Harbour Tower,Marina Mall,,1,49.15,270344.0,5500.39,,,1.0,1.0,0.0,2021-11,11,Autumn
1-110-2015-1135,110,1,Sales,Lease to Own Registration,2015-07-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,HAMILTON  RESIDENCY,56.0,HAMILTON RESIDENCY,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,80.76,1325000.0,16406.64,,,2.0,2.0,2.0,2015-07,7,Summer
1-102-2023-27161,102,1,Sales,Sell - Pre registration,2023-06-07,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,507,Al Yelayiss 2,LIVA,2492.0,LIVA,TOWN SQUARE,Dubai Cycling Course,,,1 B/R,1,44.53,578888.0,12999.96,,,1.0,1.0,0.0,2023-06,6,Summer
1-102-2015-9166,102,1,Sales,Sell - Pre registration,2015-10-05,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,MAJESTINE,1518.0,MAJESTINE,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,164.81,984200.0,5971.73,,,1.0,1.0,0.0,2015-10,10,Autumn
1-41-2014-1582,41,1,Sales,Delayed Sell,2014-03-26,4,Villa,,,Commercial,1,Existing Properties,350,Al Thanyah Fifth,,1485.0,JUMEIRAH PARK PACKAGE 1A,Jumeirah Park,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,0,873.72,4839000.0,5538.39,,,1.0,1.0,0.0,2014-03,3,Spring
1-11-2019-9013,11,1,Sales,Sell,2019-10-07,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,F-15,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.5,300000.0,4444.44,,,1.0,1.0,0.0,2019-10,10,Autumn
1-102-2020-13631,102,1,Sales,Sell - Pre registration,2020-11-04,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,,2205.0,Elan,TILAL AL GHAF,,,,4 B/R,0,201.93,1699000.0,8413.81,,,1.0,1.0,0.0,2020-11,11,Autumn
1-102-2015-3856,102,1,Sales,Sell - Pre registration,2015-04-14,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Sparkle Tower 2,1551.0,SPARKLE TOWERS,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,Studio,1,38.68,892296.0,23068.67,,,3.0,1.0,0.0,2015-04,4,Spring
2-190-2022-1492,190,2,Mortgages,Delayed Mortgage,2022-12-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,366,Al Kifaf,1 Residences - 1,2368.0,1 Residences ,Wasl 1,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,133.67,2075409.0,15526.36,,,1.0,1.0,0.0,2022-12,12,Winter
1-102-2018-5269,102,1,Sales,Sell - Pre registration,2018-04-16,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,HAMENI TOWER,1541.0,HAMENI,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,130.79,1130000.0,8639.8,,,1.0,1.0,0.0,2018-04,4,Spring
1-102-2019-5902,102,1,Sales,Sell - Pre registration,2019-04-22,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,463,Wadi Al Safa 7,,1791.0,Serena Casa Dora,800 Villas,Hamdan Sports Complex,,,3 B/R,0,259.9,1781000.0,6852.64,,,1.0,2.0,0.0,2019-04,4,Spring
1-11-2020-4629,11,1,Sales,Sell,2020-06-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,348,Al Goze Fourth,AL KHAIL HEIGHTS 7A-7B,1527.0,AL KHAIL HEIGHTS,,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,Studio,1,59.25,318881.0,5381.95,,,1.0,1.0,0.0,2020-06,6,Summer
1-102-2021-16018,102,1,Sales,Sell - Pre registration,2021-09-13,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,447,Al Khairan First,THE COVE Building 1,1826.0,The Cove,The Lagoons,Dubai International Airport,Creek Metro Station,Dubai Mall,2 B/R,1,124.75,2240888.0,17963.03,,,1.0,1.0,0.0,2021-09,9,Autumn
1-11-2014-435,11,1,Sales,Sell,2014-01-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,S-23,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,66.5,299000.0,4496.24,,,1.0,1.0,0.0,2014-01,1,Winter
1-102-2013-793,102,1,Sales,Sell - Pre registration,2013-02-11,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,410,Palm Jumeirah,GOLDEN MILE 6,388.0,GOLDEN MILE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,166.09,1450000.0,8730.21,,,1.0,1.0,0.0,2013-02,2,Winter
1-41-2010-6282,41,1,Sales,Delayed Sell,2013-01-14,4,Villa,4.0,Villa,Residential,1,Existing Properties,434,Wadi Al Safa 6,,,,Arabian Ranches - Palmera - III,Motor City,,,3 B/R,0,272.76,1282888.0,4703.36,,,1.0,1.0,0.0,2013-01,1,Winter
